"Start.Date","Month","Year","Report.Type","Security.Type","Avg.Trade.Size","PCT.of.CUSIPs","PCT.of.Par.Traded","PCT.of.Trade.Count","period"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Bond",194241.519263345,0.890923485019843,0.232566977703994,0.790272904622728,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","CP",9340476.83535282,0.00843083629783471,0.0472928611284012,0.00334193231812909,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Long Note",733940.531692913,0.0150315642285785,0.0134553021457158,0.0121005104605102,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Long Variable",410766.990291262,0.00172729329028809,0.0016795553314006,0.00269879495113347,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Other",3746749.35975024,0.00728958894532294,0.0281516747992862,0.00495930369661067,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Short Note",1739143.74784854,0.00229277621270383,0.00729307161098743,0.0027678726683293,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Only Buy and Sell","Short Variable",2403680.99908016,0.0743044560054286,0.669560557280215,0.183858681282559,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Bond",205923.887641328,0.891375243863378,0.185274392865249,0.736510655448637,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","CP",8990447.02842377,0.0044404973357016,0.0305904042021498,0.00278531484133781,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Long Note",1753739.00451128,0.00742509390559939,0.0102536755303276,0.00478613532167867,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Long Variable",579685.294117647,0.00208193809509944,0.00173286274159345,0.00244704663063271,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Other",4810212.16006339,0.00509565268031331,0.0266861888508039,0.0045414306586154,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Short Note",3180117.07692308,0.000553242291005445,0.00472522809541362,0.0012163261193439,"Pre-Crisis"
"2005-02-01","February",2005,"Customer Sold Only","Short Variable",2447854.44061247,0.0890283318289025,0.740737247714463,0.247713090979754,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Bond",254781.783446251,0.935583993887881,0.72766576217887,0.930635695412753,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","CP",14300000,2.38754655715786e-05,0.000361229276870015,8.23119788622838e-06,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Long Note",584771.084337349,0.0121048610447904,0.0183908645267444,0.0102478413683543,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Long Variable",354304.635761589,0.00198166364244103,0.00270290437937703,0.00248582176164097,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Other",1679464.17445483,0.003796199025881,0.0136182932164224,0.00264221452147931,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Short Note",1194480.31496063,0.00136090153757998,0.00766407273732928,0.00209072426310201,"Pre-Crisis"
"2005-02-01","February",2005,"Interdealer Only","Short Variable",1441792.82994924,0.0451485053958552,0.229596873684387,0.0518894714747837,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Bond",209628.908994856,0.891644868754517,0.294456820297536,0.821775483737479,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","CP",9344009.25925926,0.00834597103337371,0.0414261706839274,0.0025937270231625,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Long Note",704578.324268775,0.0149209677255193,0.0140722723109657,0.0116847032916687,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Long Variable",398884.320557491,0.00170990626049608,0.00180747911849834,0.00265099592467107,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Other",3470595.15896796,0.00749101790312567,0.0263349288756028,0.00443926355887428,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Short Note",1641442.82132768,0.0022900530274501,0.00733944862105356,0.00261589563019808,"Pre-Crisis"
"2005-02-01","February",2005,"Total Customer and Interdealer","Short Variable",2331053.49410116,0.0735972152955186,0.614562880092416,0.154239930833946,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Bond",194978.470668259,0.894471301411909,0.268583162271628,0.83322073568196,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","CP",9666279.89130435,0.008402394106814,0.0498704371025897,0.00312069808659372,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Long Note",615055.681266846,0.0178502915899325,0.0170617298762376,0.0167794056540039,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Long Variable",214065.349544073,0.00114142111724985,0.000658244142460092,0.00185998128711836,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Other",3021659.22542097,0.00609077655003069,0.0259964477162353,0.00520399019693753,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Short Note",952327.173755656,0.00371201657458564,0.00491771311726534,0.00312352480587505,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Bought Only","Short Variable",2800718.28754886,0.0683317986494782,0.632912265773584,0.136691664287511,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Bond",207384.911992282,0.893727519957891,0.223531383993622,0.789834843765737,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","CP",9955471.27178825,0.00788665672427406,0.0399911160885569,0.002943585397232,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Long Note",736493.239698715,0.016896218966576,0.0129321836122038,0.0128670217718902,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Long Variable",267374.739039666,0.00121063251162383,0.000664257040663861,0.00182050020048306,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Other",3833271.10062026,0.00657952451969471,0.0288481007826803,0.00551470937557603,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Short Note",1160515.54697452,0.00343012544960084,0.00377999204487454,0.00238679358226171,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Only Buy and Sell","Short Variable",2739523.06951492,0.0702693218703395,0.690252966437398,0.18463254590682,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Bond",237641.035063044,0.893569844789357,0.167359905642388,0.700838445570618,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","CP",10672925.8426966,0.00443458980044346,0.0276733766412874,0.00258027855411627,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Long Note",1599790.66107784,0.00771668733636489,0.00778338089149438,0.00484164627570131,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Long Variable",384300,0.00159094040863367,0.000671754045092786,0.0017395136319885,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Other",5241543.92082941,0.00517368810051737,0.032403600134972,0.00615207987846598,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Short Note",2684013.24503311,0.00073909830007391,0.00236145814831707,0.000875555194767543,"Pre-Crisis"
"2005-03-01","March",2005,"Customer Sold Only","Short Variable",2678885.85877628,0.0867751512646097,0.761746524496448,0.282972480894342,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Bond",271550.286589056,0.935212511795057,0.714914841111186,0.927623627008712,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","CP",NA,0,0,0,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Long Note",566332.962138085,0.0144552189363368,0.0190667177095,0.0118623805340713,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Long Variable",358394.160583942,0.00136521512176514,0.00184081121963566,0.00180973956922914,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Other",2820957.52895753,0.0029713505591359,0.0136960103847247,0.00171066623514726,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Short Note",967434.615384615,0.00228874299825333,0.0047151198422466,0.00171727112408605,"Pre-Crisis"
"2005-03-01","March",2005,"Interdealer Only","Short Variable",1566575.57653244,0.0437069605894517,0.245766499732707,0.0552763155287544,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Bond",223590.713749305,0.89418563284714,0.283248726993876,0.820620926992822,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","CP",9955471.27178825,0.00780050152278979,0.0351310355102806,0.00228590149225538,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Long Note",700820.558655305,0.0168938559119819,0.0136777074419719,0.0126425552512278,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Long Variable",287617.694805195,0.0011974073527753,0.000807242500280649,0.00181809595768795,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Other",3750326.07845618,0.00695016876502182,0.0270066823011275,0.0046647738005289,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Short Note",1127401.4030343,0.00341868476082222,0.00389363719636644,0.00223720249338874,"Pre-Crisis"
"2005-03-01","March",2005,"Total Customer and Interdealer","Short Variable",2646501.3352949,0.0695537488394693,0.636234968056096,0.155730544012089,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Bond",179289.041138134,0.887398155827682,0.21907559684516,0.806743161573748,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","CP",9542770.39748954,0.00777674781675367,0.0419217678980888,0.00290041503846994,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Long Note",511962.809163428,0.0173196077474752,0.0115017963267394,0.0148327710492464,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Long Variable",196687.71331058,0.00071229936088208,0.000529641576367596,0.00177786946918764,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Other",4404062.16938775,0.00584475776942967,0.0297493854000874,0.00445984320768913,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Short Note",791400.127560521,0.00312240815729131,0.00390577858145544,0.00325841605786267,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Bought Only","Short Variable",2757059.80801842,0.0778260233204859,0.693316033372101,0.166027523603796,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Bond",191143.127650708,0.887561570889727,0.184087575944404,0.762265605958294,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","CP",9394208.94996476,0.00719769247836698,0.0336479091297678,0.0028349042845213,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Long Note",618439.519040167,0.0162946527623696,0.00897751361939792,0.0114894535167597,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Long Variable",273669.876203576,0.000718881739516308,0.000502200196028909,0.00145241396395137,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Other",4570547.74101921,0.00630130907477258,0.0276189947213453,0.00478277720728964,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Short Note",1006197.72485921,0.002990903039716,0.00315696619121873,0.00248328824923184,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Only Buy and Sell","Short Variable",2735486.95284889,0.0789349900155314,0.742008840197838,0.214691556819953,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Bond",218401.068592183,0.884201271645366,0.141445491773515,0.676502591582913,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","CP",9087460.04319654,0.00508403307806985,0.0235640411962957,0.00270858439902187,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Long Note",1222342.80742459,0.00825677552528637,0.00590101277978491,0.00504276404310335,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Long Variable",593609.929078014,0.000802742064958398,0.000468755673588305,0.000824860475728042,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Other",4835411.1504329,0.00527516214115518,0.0250225546741223,0.00540546864945185,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Short Note",2371242.81065089,0.00070080656464622,0.00224434180862646,0.000988662556014461,"Pre-Crisis"
"2005-04-01","April",2005,"Customer Sold Only","Short Variable",2713102.13466315,0.0956792089805176,0.801353802094067,0.308527068293767,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Bond",272343.311802067,0.932622434485456,0.69783488115096,0.920390376952417,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","CP",3250000,2.05858739732795e-05,0.000128533014149606,1.4205857074872e-05,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Long Note",457646.803227809,0.0146983140169216,0.0145789856629332,0.0114428178738094,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Long Variable",292951.807228916,0.000761677337011343,0.000961624688937747,0.00117908613721437,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Other",4153922.4137931,0.00267616361652634,0.019056700164018,0.00164787942068515,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Short Note",935289.473684211,0.00224386026308747,0.00702798747060178,0.00269911284422567,"Pre-Crisis"
"2005-04-01","April",2005,"Interdealer Only","Short Variable",1493611.43246002,0.0469769644070239,0.2604112878484,0.0626265209145731,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Bond",211728.653511449,0.888742011730719,0.242242986370015,0.796977545206624,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","CP",9385561.2244898,0.00709971110916572,0.0298535669396312,0.00221569761730645,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Long Note",583253.826949199,0.0162129037905979,0.00961159170093338,0.0114792159455384,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Long Variable",277254.199328108,0.000709095684146021,0.000554206347056698,0.00139241236611869,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Other",4533740.01980198,0.00637310688960868,0.0266497560526069,0.00409459672276337,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Short Note",989595.669747381,0.00295894248446117,0.00359515988875703,0.00253066659598056,"Pre-Crisis"
"2005-04-01","April",2005,"Total Customer and Interdealer","Short Variable",2641321.00459236,0.0779042283113018,0.687492732700999,0.181309865545668,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Bond",192957.184272818,0.885796545105566,0.228281569950263,0.781398469517281,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","CP",9220441.70096022,0.00610804542546385,0.030757520985134,0.0022032423022522,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Long Note",452084.508872119,0.0161648272552783,0.010142700310558,0.0148182400657648,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Long Variable",415237.588652482,0.000389875239923225,0.000535818671341907,0.000852283030500852,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Other",3970163.42324561,0.00603806781829814,0.0248522981847585,0.00413447938200413,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Short Note",743553.313063063,0.00326895393474088,0.00302132297556951,0.00268378486200268,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Bought Only","Short Variable",2392508.53075125,0.0822336852207294,0.702408768922375,0.193909500840194,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Bond",198738.538302435,0.888959615891751,0.190828632732365,0.758313736239955,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","CP",9153685.63432836,0.00562885904209368,0.0256088789154896,0.00220943916931683,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Long Note",583027.981560284,0.0153497803926561,0.00858160045337281,0.0116242881669281,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Long Variable",564792.915531335,0.000363738871863889,0.000540947468525774,0.000756403148450816,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Other",4437521.47923043,0.00635633678582146,0.0264853929559343,0.00471360763080931,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Short Note",1096953.86447241,0.00300993916467368,0.00295725293834118,0.00212905845326892,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Only Buy and Sell","Short Variable",2671280.03038413,0.0803317298511399,0.744997294535971,0.220253467191271,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Bond",212404.037419662,0.885010459689964,0.141114421720473,0.708816382075625,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","CP",9011804.66472303,0.00392908866598723,0.0187746838619518,0.00222272624177818,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Long Note",1454148.53324288,0.00722791396234512,0.00650943059232239,0.0047759453066779,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Long Variable",1060964.70588235,0.000482754921418227,0.000547755321911279,0.000550821371869229,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Other",5133218.781284,0.00514938582846108,0.0286531272936795,0.00595535106762142,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Short Note",3261227.5862069,0.000670492946414204,0.0028722077700069,0.000939636457894566,"Pre-Crisis"
"2005-05-01","May",2005,"Customer Sold Only","Short Variable",3090106.38365531,0.0975299039854101,0.801528373439656,0.276739137478534,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Bond",269022.965952241,0.93065841425675,0.685300241939365,0.910045183444786,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","CP",NA,0,0,0,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Long Note",484705.479452055,0.0127200939067335,0.0157525680585239,0.011610337972167,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Long Variable",307500,0.000469533667698218,0.000448028365578357,0.000520513283932767,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Other",2858963.1147541,0.00230498345960943,0.0141164753143048,0.00176396168443882,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Short Note",1039540.42553191,0.0017500800341479,0.00494352960631743,0.00169889752394723,"Pre-Crisis"
"2005-05-01","May",2005,"Interdealer Only","Short Variable",1342495.527902,0.0520968946750614,0.279439156715911,0.0743611060907284,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Bond",216655.474448623,0.890065928151769,0.24731358588092,0.79197486511974,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","CP",9153685.63432836,0.00555231645512849,0.0226835009993575,0.00171928226380718,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Long Note",561235.828871101,0.0152755976140288,0.00940076127406453,0.0116211933615176,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Long Variable",522594.533029613,0.000358792662690048,0.000530333044807883,0.000704071747958352,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Other",4285341.21809561,0.00646723774498812,0.0250724549419475,0.00405923825531342,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Short Note",1086313.36119874,0.0029779791003274,0.0031841511918337,0.00203362864786148,"Pre-Crisis"
"2005-05-01","May",2005,"Total Customer and Interdealer","Short Variable",2554611.13816357,0.0793021482710679,0.691815212667069,0.187887720603802,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Bond",206635.146347643,0.884906921780398,0.235722053955044,0.794572984008166,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","CP",9742903.71229698,0.00669485221419761,0.0341882659784479,0.00244414199841216,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Long Note",1864574.75586031,0.0181448385608422,0.0475990186080243,0.0177809912668708,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Long Variable",211000,0.000188322143859286,0.000112521405597992,0.000371441533401384,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Other",4618951.81057564,0.00689259046524986,0.0280915321251889,0.00423613473970738,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Short Note",3031069.6491018,0.00337096637508121,0.0103030021169371,0.00236758534648974,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Bought Only","Short Variable",2516748.18637542,0.0798015084603723,0.64398360581076,0.178226721106952,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Bond",222080.15618955,0.886344011931655,0.201996821030269,0.757943649734695,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","CP",9442683.51477449,0.00627109626438035,0.0282614475477495,0.00249402674775809,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Long Note",2026725.64573544,0.0172956660532215,0.0331265060127951,0.013620178732119,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Long Variable",254236.02484472,0.000218049244241319,9.52622786544835e-05,0.000312238185372514,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Other",5153224.97053942,0.00728284475766007,0.0289037468729056,0.00467387594253266,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Short Note",4015177.72962608,0.00318351896592326,0.00974646398551679,0.00202276041828281,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Only Buy and Sell","Short Variable",2656224.32227232,0.0794048127829189,0.69786975227211,0.21893327023924,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Bond",261217.104448865,0.883611978688223,0.156977938353676,0.6786661102656,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","CP",8832330.18867924,0.00459305530038582,0.0203499011939489,0.00260199322499877,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Long Note",3378917.44148936,0.00765071782892837,0.013807548364277,0.00461485590848839,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Long Variable",443033.333333333,0.000301829348311068,7.22235464179025e-05,0.000184103294221611,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Other",6024626.82751092,0.00524920605758379,0.0299879499239925,0.0056212872502332,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Short Note",7965803.91826923,0.000590535681478176,0.00900355659331742,0.00127644950660317,"Pre-Crisis"
"2005-06-01","June",2005,"Customer Sold Only","Short Variable",2831453.20526863,0.0980026770950894,0.769800882024371,0.307035200549855,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Bond",294141.012126297,0.93071059353567,0.699228399736501,0.914221840519756,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","CP",5e+06,2.01130352581508e-05,8.52350218499126e-05,6.55595838277619e-06,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Long Note",1258781.86968839,0.0138981073633822,0.0378741819590087,0.0115712665456,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Long Variable",564222.222222222,0.000160904282065206,0.000173129376381542,0.000118007250889971,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Other",3510422.90748899,0.00227277298417104,0.0135841781842905,0.00148820255289019,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Short Note",601055.555555556,0.00195096442004063,0.00184431540278841,0.00118007250889971,"Pre-Crisis"
"2005-06-01","June",2005,"Interdealer Only","Short Variable",1331286.238869,0.0509865443794123,0.24721056031918,0.071414054663581,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Bond",241030.564943453,0.887160204222437,0.261726462513733,0.793619839410924,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","CP",9439231.54623155,0.00620084172761143,0.0248767971260832,0.00192617093083295,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Long Note",1872490.23782431,0.0172226438526287,0.0336968177031444,0.0131524398913442,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Long Variable",285407.82122905,0.000215606457844625,0.000104616016489672,0.000267897899470939,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Other",5011808.18316268,0.00730474679177591,0.0270634929859077,0.0039466299491892,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Short Note",3512690.41046607,0.00317372705947289,0.00879722318503601,0.00183038620699977,"Pre-Crisis"
"2005-06-01","June",2005,"Total Customer and Interdealer","Short Variable",2539627.80143316,0.0787222298882296,0.643734590469607,0.185256635711239,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Bond",190607.018793587,0.880712740521462,0.245912443377314,0.806774651256525,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","CP",10016305,0.00533986109529773,0.0314927506415525,0.00196613657440025,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Long Note",1181760.71901373,0.0169759763178868,0.0374225991793529,0.0198022721985011,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Long Variable",652121.889400922,0.0029147216213139,0.00593239831125201,0.00568868848859805,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Other",4734783.09372893,0.00803825572127975,0.0367953588561601,0.00485963423305928,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Short Note",1180511.25911708,0.0027553227826483,0.00322299521254445,0.00170726192543755,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Bought Only","Short Variable",2510817.86657884,0.0832631219401116,0.639221454421824,0.159201355323479,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Bond",205777.231476768,0.881821800431567,0.206839836027499,0.765605272633628,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","CP",9982310.78224101,0.00505939287285526,0.0282548816062864,0.00215590915099113,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Long Note",1380563.89145907,0.0160894978316888,0.0278577053510978,0.0153693988523088,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Long Variable",715071.598414795,0.00300630590995747,0.00485889967254769,0.00517554934661823,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Other",5395351.17064385,0.0083799467873379,0.0358541593545608,0.00506160065999079,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Short Note",1173892.85819521,0.00254540883665389,0.00190721458271286,0.00123748273677398,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Only Buy and Sell","Short Variable",2575167.14518563,0.0830976473299395,0.694427303405295,0.205394786619689,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Bond",247395.665797508,0.873893257383444,0.15483874987521,0.671585832204569,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","CP",9923361.2716763,0.00427218128908427,0.0239456553203293,0.00258929707319629,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Long Note",3094355.00570613,0.00777041669246486,0.0151279465318942,0.00524594580436588,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Long Variable",919334.579439252,0.00362206674509318,0.0034301981094335,0.00400368189063587,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Other",6722752.87533875,0.00560336821249458,0.0346015325223924,0.00552283595381173,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Short Note",1017157.09090909,0.000340536189709615,0.00015606392934575,0.000164637386156989,"Pre-Crisis"
"2005-07-01","July",2005,"Customer Sold Only","Short Variable",2650421.24341044,0.10449817348771,0.767899853711395,0.310887769687264,"Pre-Crisis"
